date,location,customer_name,basket,pay_amount,payment_method,ccn
29/09/2020 11:38,Isle of Wight,Dana Francis," Smoothies - Berry Beautiful - £2.00, Large Flavoured hot chocolate - Vanilla - £2.90",4.90,CASH,
29/09/2020 11:39,Isle of Wight,Wilma Baker,Large Americano - £2.25,2.25,CARD,6011523842514254
29/09/2020 11:40,Isle of Wight,Gladys Sastre," Speciality Tea - Green - £1.30,  Frappes - Strawberries & Cream - £2.75,  Speciality Tea - Darjeeling - £1.30,  Smoothies - Berry Beautiful - £2.00,  Speciality Tea - Camomile - £1.30",8.65,CASH,
29/09/2020 11:40,Isle of Wight,Milton Skinner," Iced latte - £2.35, Large Flavoured hot chocolate - Caramel - £2.90,  Smoothies - Berry Beautiful - £2.00",7.25,CARD,352723976823683
29/09/2020 11:41,Isle of Wight,Deborah Zukowski,Regular Flavoured latte - Gingerbread - £2.55,2.55,CASH,
29/09/2020 11:42,Isle of Wight,Yvonne Hendricks,"Regular Cappuccino - £2.15,  Hot Chocolate - £1.40,  Iced latte - £2.35,  Frappes - Strawberries & Cream - £2.75,  Glass of milk - £0.70",9.35,CASH,
29/09/2020 11:42,Isle of Wight,Ana Gilchrist,"Large Americano - £2.25, Large Luxury hot chocolate - £2.70",4.95,CASH,
29/09/2020 11:43,Isle of Wight,Michael Bayardo,Large Flavoured hot chocolate - Hazelnut - £2.90,2.90,CASH,
29/09/2020 11:44,Isle of Wight,Marilyn Valerio," Babyccino - £0.00,  Smoothies - Berry Beautiful - £2.00",2.00,CASH,
29/09/2020 11:44,Isle of Wight,Clint Martin," Flavoured iced latte - Caramel - £2.75, Large Espresso - £1.80, Regular Flavoured latte - Gingerbread - £2.55",7.10,CARD,345338956841751
29/09/2020 11:45,Isle of Wight,Kelly Williams,"Regular Flavoured hot chocolate - Caramel - £2.60,  Red Label tea - £1.20",3.80,CASH,
29/09/2020 11:46,Isle of Wight,Robin Durant, Speciality Tea - Peppermint - £1.30,1.30,CARD,373435348117265
29/09/2020 11:46,Isle of Wight,Daryl Abraham," Speciality Tea - Fruit - £1.30,  Speciality Tea - English breakfast - £1.30, Large Latte - £2.45",5.05,CASH,
29/09/2020 11:47,Isle of Wight,Josefina Holdman," Smoothies - Carrot Kick - £2.00, Regular Flavoured hot chocolate - Vanilla - £2.60, Regular Flavoured latte - Vanilla - £2.55",7.15,CARD,366489981936266
29/09/2020 11:48,Isle of Wight,Lisa Winebrenner," Speciality Tea - Darjeeling - £1.30, Large Flavoured latte - Gingerbread - £2.85,  Flavoured iced latte - Hazelnut - £2.75, Large Flavoured latte - Caramel - £2.85,  Glass of milk - £0.70",10.45,CARD,346932545986157
29/09/2020 11:48,Isle of Wight,Janie Bradley,"Large Chai latte - £2.60,  Flavoured iced latte - Vanilla - £2.75, Regular Americano - £1.95, Regular Cappuccino - £2.15",9.45,CASH,
29/09/2020 11:49,Isle of Wight,Silvia Verner,Large Espresso - £1.80,1.80,CARD,46885467254636510
29/09/2020 11:50,Isle of Wight,William Lazor," Flavoured iced latte - Hazelnut - £2.75,  Speciality Tea - Darjeeling - £1.30, Regular Luxury hot chocolate - £2.40,  Glass of milk - £0.70,  Flavoured iced latte - Caramel - £2.75",9.90,CARD,46542322471310
29/09/2020 11:50,Isle of Wight,Frederick Mitchell," Iced americano - £2.15,  Frappes - Coffee - £2.75",4.90,CASH,
29/09/2020 11:51,Isle of Wight,Michelle Pagan,"Large Flavoured latte - Vanilla - £2.85,  Frappes - Strawberries & Cream - £2.75",5.60,CASH,
29/09/2020 11:52,Isle of Wight,Jerry Lapierre," Frappes - Strawberries & Cream - £2.75, Large Hot chocolate - £2.90",5.65,CASH,
29/09/2020 11:52,Isle of Wight,Mary Burns,"Regular Flavoured latte - Caramel - £2.55,  Smoothies - Berry Beautiful - £2.00",4.55,CARD,5287333911882767
29/09/2020 11:53,Isle of Wight,Melissa White,"Regular Flavoured latte - Hazelnut - £2.55,  Iced latte - £2.35",4.90,CARD,6011571737771828
29/09/2020 11:54,Isle of Wight,Paula Bunch,"Large Flavoured hot chocolate - Vanilla - £2.90,  Red Label tea - £1.20, Regular Americano - £1.95, Large Filter coffee - £1.80,  Iced latte - £2.35",10.20,CASH,
29/09/2020 11:54,Isle of Wight,Tanya Jenkins," Flavoured iced latte - Caramel - £2.75,  Hot Chocolate - £1.40, Regular Flavoured latte - Vanilla - £2.55, Regular Filter coffee - £1.50, Regular Chai latte - £2.30",10.50,CASH,
29/09/2020 11:55,Isle of Wight,Jennifer Clark,"Regular Filter coffee - £1.50, Regular Espresso - £1.50, Regular Filter coffee - £1.50,  Iced americano - £2.15, Regular Luxury hot chocolate - £2.40",9.05,CARD,6011878865676392
29/09/2020 11:56,Isle of Wight,Jason Cohen,"Regular Flavoured hot chocolate - Caramel - £2.60,  Speciality Tea - Darjeeling - £1.30,  Speciality Tea - Fruit - £1.30, Regular Flavoured latte - Hazelnut - £2.55",7.75,CASH,
29/09/2020 11:56,Isle of Wight,Corrine Hooper,"Regular Americano - £1.95,  Speciality Tea - Earl Grey - £1.30",3.25,CARD,4693548298395
29/09/2020 11:57,Isle of Wight,Linda Morales," Speciality Tea - English breakfast - £1.30,  Smoothies - Berry Beautiful - £2.00,  Flat white - £2.15, Regular Flavoured hot chocolate - Vanilla - £2.60",8.05,CARD,5575998932841397
29/09/2020 11:58,Isle of Wight,Diana Vice," Frappes - Chocolate Cookie - £2.75,  Speciality Tea - Fruit - £1.30, Large Filter coffee - £1.80",5.85,CARD,5599811254187525
29/09/2020 11:58,Isle of Wight,William Perry,"Regular Flavoured hot chocolate - Caramel - £2.60,  Speciality Tea - Fruit - £1.30,  Speciality Tea - Peppermint - £1.30, Regular Flavoured hot chocolate - Caramel - £2.60, Regular Flavoured latte - Hazelnut - £2.55",10.35,CASH,
29/09/2020 11:59,Isle of Wight,James York,Large Flavoured hot chocolate - Hazelnut - £2.90,2.90,CASH,
29/09/2020 12:00,Isle of Wight,Junior Murphy," Speciality Tea - Camomile - £1.30,  Red Label tea - £1.20,  Smoothies - Glowing Greens - £2.00",4.50,CARD,352867631917743
29/09/2020 12:00,Isle of Wight,Emily Fisher,"Large Americano - £2.25,  Smoothies - Carrot Kick - £2.00,  Speciality Tea - Green - £1.30, Large Flavoured latte - Gingerbread - £2.85",8.40,CASH,
29/09/2020 12:01,Isle of Wight,Myrna Muller,Regular Flavoured latte - Vanilla - £2.55,2.55,CASH,
29/09/2020 12:02,Isle of Wight,Nancy Cave, Speciality Tea - Peppermint - £1.30,1.30,CASH,
29/09/2020 12:02,Isle of Wight,Abraham Savage,Large Flavoured hot chocolate - Vanilla - £2.90,2.90,CARD,4587516162866
29/09/2020 12:03,Isle of Wight,Rhonda Rodriguez," Speciality Tea - English breakfast - £1.30, Regular Flavoured hot chocolate - Caramel - £2.60,  Smoothies - Berry Beautiful - £2.00, Large Luxury hot chocolate - £2.70",8.60,CASH,
29/09/2020 12:04,Isle of Wight,Mary Pals," Speciality Tea - Peppermint - £1.30, Regular Filter coffee - £1.50,  Cortado - £2.05,  Cortado - £2.05",6.90,CARD,47679386719456210
29/09/2020 12:04,Isle of Wight,Aaron Evans,"Regular Luxury hot chocolate - £2.40,  Frappes - Chocolate Cookie - £2.75",5.15,CASH,
29/09/2020 12:05,Isle of Wight,Matthew Roop," Babyccino - £0.00,  Iced latte - £2.35",2.35,CARD,5321768175359143
29/09/2020 12:06,Isle of Wight,Anna Smoot, Speciality Tea - Fruit - £1.30,1.30,CARD,4254589656528
29/09/2020 12:06,Isle of Wight,Angela Dunlap," Frappes - Strawberries & Cream - £2.75, Large Flavoured hot chocolate - Hazelnut - £2.90,  Smoothies - Glowing Greens - £2.00,  Frappes - Chocolate Cookie - £2.75, Large Flavoured latte - Gingerbread - £2.85",13.25,CARD,3578231668565210
29/09/2020 12:07,Isle of Wight,Scott Mckelvey,"Large Americano - £2.25, Large Flavoured latte - Caramel - £2.85,  Babyccino - £0.00,  Iced latte - £2.35",7.45,CASH,
29/09/2020 12:08,Isle of Wight,Jefferson Shaffer," Frappes - Chocolate Cookie - £2.75,  Mocha - £2.30",5.05,CARD,6011947686579372
29/09/2020 12:08,Isle of Wight,Francis Johnson,"Large Filter coffee - £1.80,  Frappes - Strawberries & Cream - £2.75, Large Flavoured hot chocolate - Hazelnut - £2.90,  Flat white - £2.15",9.60,CASH,
29/09/2020 12:09,Isle of Wight,Jewell Melvin,"Regular Filter coffee - £1.50,  Iced latte - £2.35,  Red Label tea - £1.20, Large Latte - £2.45",7.50,CARD,4646122292892456
29/09/2020 12:10,Isle of Wight,Emmanuel Williams," Smoothies - Glowing Greens - £2.00,  Frappes - Coffee - £2.75,  Flavoured iced latte - Caramel - £2.75",7.50,CASH,
29/09/2020 12:10,Isle of Wight,Emily Abild," Speciality Tea - Darjeeling - £1.30, Large Luxury hot chocolate - £2.70,  Frappes - Chocolate Cookie - £2.75",6.75,CARD,346711641599399
29/09/2020 12:11,Isle of Wight,Daniel Ezell," Frappes - Coffee - £2.75, Regular Flavoured latte - Caramel - £2.55, Large Hot chocolate - £2.90",8.20,CASH,
29/09/2020 12:12,Isle of Wight,Milly Medina,"Large Flavoured latte - Gingerbread - £2.85,  Glass of milk - £0.70",3.55,CASH,
29/09/2020 12:12,Isle of Wight,Joyce Bowen," Mocha - £2.30, Regular Americano - £1.95, Large Flavoured latte - Caramel - £2.85",7.10,CASH,
29/09/2020 12:13,Isle of Wight,Judy Leroux," Glass of milk - £0.70,  Flavoured iced latte - Vanilla - £2.75,  Hot Chocolate - £1.40,  Speciality Tea - Green - £1.30,  Speciality Tea - Green - £1.30",7.45,CASH,
29/09/2020 12:14,Isle of Wight,Vickie Krause," Smoothies - Glowing Greens - £2.00, Large Americano - £2.25,  Iced latte - £2.35,  Speciality Tea - English breakfast - £1.30",7.90,CASH,
29/09/2020 12:14,Isle of Wight,Louise Kelly," Flat white - £2.15,  Frappes - Chocolate Cookie - £2.75, Regular Espresso - £1.50",6.40,CARD,6011138616611499
29/09/2020 12:15,Isle of Wight,Justin Loynes," Red Label tea - £1.20, Large Cappuccino - £2.45",3.65,CASH,
29/09/2020 12:16,Isle of Wight,Connie Rodriguez, Hot Chocolate - £1.40,1.40,CARD,374658227523639
29/09/2020 12:16,Isle of Wight,Angela Stallworth," Speciality Tea - Earl Grey - £1.30,  Red Label tea - £1.20, Large Latte - £2.45",4.95,CARD,371479318329684
29/09/2020 12:17,Isle of Wight,Lee Boughton,"Large Filter coffee - £1.80, Regular Espresso - £1.50,  Speciality Tea - Earl Grey - £1.30",4.60,CASH,
29/09/2020 12:18,Isle of Wight,Cheryl Hartman," Frappes - Chocolate Cookie - £2.75,  Speciality Tea - English breakfast - £1.30,  Flavoured iced latte - Caramel - £2.75,  Mocha - £2.30",9.10,CARD,377726861852676
29/09/2020 12:18,Isle of Wight,Stacy Banks,Large Americano - £2.25,2.25,CASH,
29/09/2020 12:19,Isle of Wight,Jon Lowers," Smoothies - Carrot Kick - £2.00,  Frappes - Coffee - £2.75, Regular Flavoured latte - Caramel - £2.55,  Red Label tea - £1.20, Regular Hot chocolate - £2.20",10.70,CARD,6011876486934596
29/09/2020 12:20,Isle of Wight,Megan Harbin," Babyccino - £0.00,  Speciality Tea - English breakfast - £1.30",1.30,CASH,
29/09/2020 12:20,Isle of Wight,Penny Shear,"Regular Flavoured hot chocolate - Caramel - £2.60, Regular Latte - £2.15, Regular Flavoured latte - Vanilla - £2.55, Large Espresso - £1.80",9.10,CASH,
29/09/2020 12:21,Isle of Wight,Ruben Richardson,"Regular Americano - £1.95,  Flavoured iced latte - Hazelnut - £2.75, Large Flavoured hot chocolate - Hazelnut - £2.90, Large Americano - £2.25, Regular Espresso - £1.50",11.35,CARD,4416151242615889
29/09/2020 12:22,Isle of Wight,Lynn Ostrowski," Smoothies - Berry Beautiful - £2.00,  Smoothies - Glowing Greens - £2.00,  Flat white - £2.15, Large Chai latte - £2.60",8.75,CARD,6011567155568779
29/09/2020 12:22,Isle of Wight,Shirley Arcement," Flavoured iced latte - Caramel - £2.75,  Frappes - Chocolate Cookie - £2.75",5.50,CASH,
29/09/2020 12:23,Isle of Wight,Christopher Hanson," Mocha - £2.30,  Frappes - Chocolate Cookie - £2.75,  Smoothies - Carrot Kick - £2.00, Regular Flavoured hot chocolate - Vanilla - £2.60",9.65,CARD,5416411678743713
29/09/2020 12:24,Isle of Wight,Dennis Silva, Flat white - £2.15,2.15,CARD,6011382413725777
29/09/2020 12:24,Isle of Wight,Linda Longo," Flavoured iced latte - Vanilla - £2.75,  Speciality Tea - Peppermint - £1.30",4.05,CASH,
29/09/2020 12:25,Isle of Wight,Doris Vargas, Speciality Tea - Darjeeling - £1.30,1.30,CASH,
29/09/2020 12:26,Isle of Wight,Patricia Erbst," Speciality Tea - Peppermint - £1.30, Large Espresso - £1.80,  Speciality Tea - Peppermint - £1.30,  Speciality Tea - Camomile - £1.30,  Flavoured iced latte - Caramel - £2.75",8.45,CASH,
29/09/2020 12:26,Isle of Wight,Larry Boardman,Large Flavoured hot chocolate - Hazelnut - £2.90,2.90,CASH,
29/09/2020 12:27,Isle of Wight,Alba Peek," Glass of milk - £0.70,  Smoothies - Glowing Greens - £2.00, Large Flavoured hot chocolate - Caramel - £2.90,  Frappes - Strawberries & Cream - £2.75",8.35,CARD,364418638752448
29/09/2020 12:28,Isle of Wight,Susan Figueroa,Regular Flavoured hot chocolate - Hazelnut - £2.60,2.60,CARD,4348494733187973
29/09/2020 12:28,Isle of Wight,Barbara Dougher," Frappes - Coffee - £2.75, Regular Americano - £1.95, Large Flavoured hot chocolate - Hazelnut - £2.90",7.60,CARD,363228774618456
29/09/2020 12:29,Isle of Wight,Vickie Green," Speciality Tea - Green - £1.30, Large Flavoured latte - Caramel - £2.85,  Frappes - Chocolate Cookie - £2.75,  Hot Chocolate - £1.40",8.30,CASH,
29/09/2020 12:30,Isle of Wight,Kandice Wilson," Flavoured iced latte - Caramel - £2.75,  Frappes - Chocolate Cookie - £2.75,  Frappes - Coffee - £2.75,  Speciality Tea - Fruit - £1.30,  Mocha - £2.30",11.85,CASH,
29/09/2020 12:30,Isle of Wight,William Borden, Speciality Tea - Earl Grey - £1.30,1.30,CASH,
29/09/2020 12:31,Isle of Wight,George Braxton," Flat white - £2.15, Large Americano - £2.25, Regular Flavoured latte - Caramel - £2.55",6.95,CARD,368949717255917
29/09/2020 12:32,Isle of Wight,Jason Peyton," Frappes - Coffee - £2.75,  Smoothies - Carrot Kick - £2.00, Regular Chai latte - £2.30",7.05,CASH,
29/09/2020 12:32,Isle of Wight,Steven Brown," Speciality Tea - English breakfast - £1.30, Regular Americano - £1.95,  Glass of milk - £0.70, Large Flavoured latte - Hazelnut - £2.85,  Hot Chocolate - £1.40",8.20,CASH,
29/09/2020 12:33,Isle of Wight,Alfred Pierce,"Large Flavoured latte - Gingerbread - £2.85,  Smoothies - Carrot Kick - £2.00",4.85,CASH,
29/09/2020 12:34,Isle of Wight,Hazel Garza," Speciality Tea - Green - £1.30,  Speciality Tea - Peppermint - £1.30",2.60,CASH,
29/09/2020 12:34,Isle of Wight,Ruby Williams,"Large Flavoured latte - Gingerbread - £2.85,  Glass of milk - £0.70,  Speciality Tea - Fruit - £1.30, Regular Flavoured latte - Hazelnut - £2.55,  Red Label tea - £1.20",8.60,CARD,6011478391627975
29/09/2020 12:35,Isle of Wight,Christine Parsons," Speciality Tea - Green - £1.30, Large Hot chocolate - £2.90,  Iced latte - £2.35, Regular Americano - £1.95",8.50,CARD,6011393662647646
29/09/2020 12:36,Isle of Wight,Mary Reinhard," Speciality Tea - Camomile - £1.30,  Frappes - Coffee - £2.75, Regular Americano - £1.95, Large Flavoured latte - Gingerbread - £2.85, Large Chai latte - £2.60",11.45,CARD,351434992724571
29/09/2020 12:36,Isle of Wight,Victoria Bishop, Iced americano - £2.15,2.15,CASH,
29/09/2020 12:37,Isle of Wight,Gerald Sardin," Red Label tea - £1.20,  Speciality Tea - Peppermint - £1.30, Large Espresso - £1.80, Large Flavoured latte - Hazelnut - £2.85,  Mocha - £2.30",9.45,CASH,
29/09/2020 12:38,Isle of Wight,Joseph Neumeister," Speciality Tea - Peppermint - £1.30,  Hot Chocolate - £1.40",2.70,CARD,4221783287134478
29/09/2020 12:38,Isle of Wight,Jason Lam,"Large Luxury hot chocolate - £2.70,  Hot Chocolate - £1.40",4.10,CARD,4552375955493531
29/09/2020 12:39,Isle of Wight,Ernest Ruiz,Large Espresso - £1.80,1.80,CASH,
29/09/2020 12:40,Isle of Wight,Jon Mierzejewski," Flavoured iced latte - Caramel - £2.75, Large Flavoured latte - Vanilla - £2.85, Large Cappuccino - £2.45,  Speciality Tea - Camomile - £1.30,  Cortado - £2.05",11.40,CASH,
29/09/2020 12:40,Isle of Wight,Dennis Strickland," Speciality Tea - Green - £1.30, Regular Latte - £2.15",3.45,CARD,51366288781144410
29/09/2020 12:41,Isle of Wight,Brian Paige," Red Label tea - £1.20,  Red Label tea - £1.20,  Mocha - £2.30",4.70,CASH,
29/09/2020 12:42,Isle of Wight,Lois Luciani," Cortado - £2.05,  Flavoured iced latte - Hazelnut - £2.75,  Smoothies - Glowing Greens - £2.00",6.80,CASH,
29/09/2020 12:42,Isle of Wight,Robert Slack, Red Label tea - £1.20,1.20,CARD,5382659573615812
29/09/2020 12:43,Isle of Wight,Chris Lomanto,"Regular Flavoured latte - Gingerbread - £2.55,  Speciality Tea - Earl Grey - £1.30, Regular Flavoured hot chocolate - Caramel - £2.60",6.45,CASH,
29/09/2020 12:44,Isle of Wight,Kimberley Fridman," Flavoured iced latte - Caramel - £2.75,  Flavoured iced latte - Hazelnut - £2.75,  Flavoured iced latte - Hazelnut - £2.75,  Speciality Tea - English breakfast - £1.30",9.55,CARD,5191249567599916
29/09/2020 12:44,Isle of Wight,Anthony Moffett," Iced americano - £2.15, Regular Cappuccino - £2.15",4.30,CARD,368726733456772
29/09/2020 12:45,Isle of Wight,Robert Munoz,"Regular Luxury hot chocolate - £2.40,  Mocha - £2.30",4.70,CASH,
29/09/2020 12:46,Isle of Wight,Javier Lewis, Mocha - £2.30,2.30,CARD,4941213788822
29/09/2020 12:46,Isle of Wight,Doug Thompson, Frappes - Coffee - £2.75,2.75,CASH,
29/09/2020 12:47,Isle of Wight,Linda Bandy," Red Label tea - £1.20,  Frappes - Coffee - £2.75,  Babyccino - £0.00",3.95,CASH,
29/09/2020 12:48,Isle of Wight,Cheryl Cryer," Speciality Tea - English breakfast - £1.30, Regular Flavoured latte - Caramel - £2.55,  Flavoured iced latte - Caramel - £2.75, Large Hot chocolate - £2.90",9.50,CARD,5259697876154527
29/09/2020 12:48,Isle of Wight,Louis Hull," Babyccino - £0.00, Regular Flavoured latte - Vanilla - £2.55,  Smoothies - Glowing Greens - £2.00",4.55,CARD,359298727847839
29/09/2020 12:49,Isle of Wight,Joeann Randolph, Flavoured iced latte - Vanilla - £2.75,2.75,CASH,
29/09/2020 12:50,Isle of Wight,Ray Sears, Speciality Tea - English breakfast - £1.30,1.30,CARD,4688758489955959
29/09/2020 12:50,Isle of Wight,Edward Humphreys," Frappes - Strawberries & Cream - £2.75,  Flavoured iced latte - Hazelnut - £2.75",5.50,CARD,6011431598513118
29/09/2020 12:51,Isle of Wight,Joseph Williams," Hot Chocolate - £1.40,  Smoothies - Glowing Greens - £2.00,  Smoothies - Glowing Greens - £2.00, Large Flavoured latte - Caramel - £2.85",8.25,CARD,48837585649710
29/09/2020 12:52,Isle of Wight,Michael Rose,"Regular Hot chocolate - £2.20,  Red Label tea - £1.20,  Flavoured iced latte - Vanilla - £2.75, Regular Luxury hot chocolate - £2.40",8.55,CASH,
29/09/2020 12:52,Isle of Wight,Bethel Achee," Flat white - £2.15, Regular Flavoured latte - Caramel - £2.55,  Frappes - Chocolate Cookie - £2.75, Large Chai latte - £2.60,  Smoothies - Berry Beautiful - £2.00",12.05,CASH,
29/09/2020 12:53,Isle of Wight,Warren Judd,"Regular Luxury hot chocolate - £2.40,  Frappes - Chocolate Cookie - £2.75,  Glass of milk - £0.70,  Flavoured iced latte - Caramel - £2.75,  Speciality Tea - Green - £1.30",9.90,CASH,
29/09/2020 12:54,Isle of Wight,Cheryl Adkins,"Large Espresso - £1.80,  Red Label tea - £1.20,  Cortado - £2.05,  Red Label tea - £1.20,  Flavoured iced latte - Hazelnut - £2.75",9.00,CASH,
29/09/2020 12:54,Isle of Wight,Margaret Large,"Large Flavoured latte - Hazelnut - £2.85,  Flat white - £2.15,  Frappes - Strawberries & Cream - £2.75,  Hot Chocolate - £1.40, Large Flavoured hot chocolate - Hazelnut - £2.90",12.05,CARD,4562262351583
29/09/2020 12:55,Isle of Wight,Elsa Holden," Flavoured iced latte - Hazelnut - £2.75,  Flavoured iced latte - Hazelnut - £2.75",5.50,CASH,
29/09/2020 12:56,Isle of Wight,Guy Wahba,"Large Americano - £2.25,  Mocha - £2.30, Large Flavoured hot chocolate - Vanilla - £2.90,  Cortado - £2.05",9.50,CASH,
29/09/2020 12:56,Isle of Wight,Lucille Pugh,"Large Flavoured latte - Vanilla - £2.85,  Flavoured iced latte - Vanilla - £2.75,  Speciality Tea - English breakfast - £1.30",6.90,CARD,60113927241598310
29/09/2020 12:57,Isle of Wight,David Best,"Regular Flavoured latte - Caramel - £2.55,  Flavoured iced latte - Hazelnut - £2.75",5.30,CASH,
29/09/2020 12:58,Isle of Wight,Maurice Hernandez, Flavoured iced latte - Caramel - £2.75,2.75,CARD,4526116162233952
29/09/2020 12:58,Isle of Wight,Hilda Herring,Regular Cappuccino - £2.15,2.15,CASH,
29/09/2020 12:59,Isle of Wight,Kerry Leal," Flavoured iced latte - Vanilla - £2.75,  Speciality Tea - English breakfast - £1.30",4.05,CARD,4316547155792
29/09/2020 13:00,Isle of Wight,Mary Warner," Frappes - Coffee - £2.75,  Flavoured iced latte - Hazelnut - £2.75, Regular Chai latte - £2.30,  Speciality Tea - Fruit - £1.30",9.10,CASH,
29/09/2020 13:00,Isle of Wight,Joseph Perry, Speciality Tea - Earl Grey - £1.30,1.30,CARD,4437725437496935
29/09/2020 13:01,Isle of Wight,Anna Phillips,"Large Flavoured latte - Hazelnut - £2.85, Regular Hot chocolate - £2.20,  Smoothies - Berry Beautiful - £2.00,  Speciality Tea - Green - £1.30, Large Flavoured latte - Gingerbread - £2.85",11.20,CASH,
29/09/2020 13:02,Isle of Wight,Marjorie Mayo,"Large Hot chocolate - £2.90,  Mocha - £2.30, Regular Cappuccino - £2.15",7.35,CARD,4165741988994457
29/09/2020 13:02,Isle of Wight,Dennis Gibbs, Speciality Tea - Camomile - £1.30,1.30,CASH,
29/09/2020 13:03,Isle of Wight,Ebony Juarez," Flat white - £2.15, Large Filter coffee - £1.80, Large Espresso - £1.80,  Speciality Tea - Earl Grey - £1.30",7.05,CARD,6011868286192327
29/09/2020 13:04,Isle of Wight,Lawrence Sansone,"Regular Flavoured latte - Hazelnut - £2.55, Regular Filter coffee - £1.50,  Hot Chocolate - £1.40,  Babyccino - £0.00, Regular Americano - £1.95",7.40,CARD,4478381667773187
29/09/2020 13:04,Isle of Wight,Ebony Tobey," Smoothies - Berry Beautiful - £2.00,  Iced latte - £2.35,  Iced americano - £2.15,  Frappes - Coffee - £2.75,  Flavoured iced latte - Vanilla - £2.75",12.00,CASH,
29/09/2020 13:05,Isle of Wight,Aimee Dubinsky," Red Label tea - £1.20, Regular Flavoured hot chocolate - Hazelnut - £2.60",3.80,CARD,4737242941583999
29/09/2020 13:06,Isle of Wight,Gary Miller," Flavoured iced latte - Vanilla - £2.75,  Speciality Tea - Fruit - £1.30,  Smoothies - Berry Beautiful - £2.00,  Speciality Tea - English breakfast - £1.30",7.35,CARD,349516579434213
29/09/2020 13:06,Isle of Wight,John Cronin,Large Flavoured hot chocolate - Vanilla - £2.90,2.90,CASH,
29/09/2020 13:07,Isle of Wight,David Earnest," Speciality Tea - Green - £1.30,  Flavoured iced latte - Hazelnut - £2.75,  Speciality Tea - English breakfast - £1.30",5.35,CASH,
29/09/2020 13:08,Isle of Wight,Joyce Cantrell," Smoothies - Carrot Kick - £2.00,  Glass of milk - £0.70,  Red Label tea - £1.20",3.90,CASH,
29/09/2020 13:08,Isle of Wight,Issac Muir," Speciality Tea - English breakfast - £1.30, Large Flavoured hot chocolate - Vanilla - £2.90,  Speciality Tea - Green - £1.30,  Flavoured iced latte - Hazelnut - £2.75",8.25,CARD,4592376319358
29/09/2020 13:09,Isle of Wight,Helen Lozada," Iced americano - £2.15,  Flat white - £2.15",4.30,CASH,
29/09/2020 13:10,Isle of Wight,Evelyn Bauder,Large Flavoured hot chocolate - Hazelnut - £2.90,2.90,CASH,
29/09/2020 13:10,Isle of Wight,Tracey Broaddus," Iced latte - £2.35,  Flavoured iced latte - Hazelnut - £2.75, Large Latte - £2.45",7.55,CARD,4172594567432394
29/09/2020 13:11,Isle of Wight,Blanche Rollyson," Speciality Tea - Peppermint - £1.30,  Speciality Tea - Earl Grey - £1.30, Large Espresso - £1.80",4.40,CASH,
29/09/2020 13:12,Isle of Wight,Stephan Torelli," Frappes - Chocolate Cookie - £2.75,  Smoothies - Carrot Kick - £2.00",4.75,CASH,
29/09/2020 13:12,Isle of Wight,Jeffrey Shoemaker," Iced americano - £2.15,  Hot Chocolate - £1.40, Large Flavoured latte - Caramel - £2.85",6.40,CASH,
29/09/2020 13:13,Isle of Wight,Everett Galvis," Cortado - £2.05, Regular Flavoured latte - Caramel - £2.55,  Flavoured iced latte - Caramel - £2.75,  Red Label tea - £1.20",8.55,CASH,
29/09/2020 13:14,Isle of Wight,Evelyn Hess,"Regular Flavoured latte - Caramel - £2.55,  Speciality Tea - Camomile - £1.30,  Frappes - Coffee - £2.75,  Smoothies - Glowing Greens - £2.00",8.60,CASH,
29/09/2020 13:14,Isle of Wight,Mary Raymond,"Large Hot chocolate - £2.90,  Flavoured iced latte - Vanilla - £2.75,  Hot Chocolate - £1.40, Large Latte - £2.45",9.50,CARD,4555652545954
29/09/2020 13:15,Isle of Wight,Linda Thao,"Regular Flavoured hot chocolate - Hazelnut - £2.60, Large Latte - £2.45",5.05,CARD,3759826348336410
29/09/2020 13:16,Isle of Wight,Demetrius Brodowski,"Regular Flavoured latte - Caramel - £2.55,  Speciality Tea - Camomile - £1.30, Large Cappuccino - £2.45",6.30,CARD,5565197568275481
29/09/2020 13:16,Isle of Wight,Vivian Brown, Speciality Tea - Earl Grey - £1.30,1.30,CASH,
29/09/2020 13:17,Isle of Wight,Clarence Robinson,"Large Flavoured hot chocolate - Vanilla - £2.90, Large Flavoured latte - Vanilla - £2.85,  Speciality Tea - Peppermint - £1.30,  Speciality Tea - Earl Grey - £1.30,  Speciality Tea - Darjeeling - £1.30",9.65,CARD,342874231679593
29/09/2020 13:18,Isle of Wight,Anna Barlow," Iced americano - £2.15,  Glass of milk - £0.70, Regular Flavoured hot chocolate - Hazelnut - £2.60,  Iced americano - £2.15",7.60,CASH,
29/09/2020 13:18,Isle of Wight,Clint Hall," Speciality Tea - Green - £1.30,  Frappes - Coffee - £2.75,  Speciality Tea - Peppermint - £1.30",5.35,CASH,
29/09/2020 13:19,Isle of Wight,William Cook," Speciality Tea - Peppermint - £1.30,  Speciality Tea - Fruit - £1.30,  Smoothies - Berry Beautiful - £2.00,  Speciality Tea - Peppermint - £1.30",5.90,CARD,353583331678555
29/09/2020 13:20,Isle of Wight,James Ryan,"Large Chai latte - £2.60,  Speciality Tea - Peppermint - £1.30,  Speciality Tea - Earl Grey - £1.30",5.20,CARD,4529242923249991
29/09/2020 13:20,Isle of Wight,Ann Annas," Flavoured iced latte - Hazelnut - £2.75,  Frappes - Coffee - £2.75, Regular Latte - £2.15",7.65,CARD,372217458963659
